,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,Exit Reason
0,0,2015.HK,0.004727793696275072,2022-11-07,69.83489999999999,9.904949999999999e-05,2023-10-19,125.4,0.0001778595988538682,0.2624234204140402,0.794825073566369,Long,Closed,0,Trailing Stop
1,1,2015.HK,0.0022479564032697546,2023-11-06,146.8734,9.904949999999999e-05,2024-01-17,114.0,7.68801089918256e-05,-0.0740738996362398,-0.22435418544133934,Long,Closed,1,Trailing Stop
2,2,2015.HK,0.002879581151832461,2024-02-14,114.6573,9.90495e-05,2024-03-22,120.4,0.00010401047120418849,0.016333510709424116,0.049470751622443666,Long,Closed,2,Trailing Stop
3,3,2015.HK,0.004177215189873418,2024-07-08,79.03949999999999,9.904949999999999e-05,2025-04-07,80.1,0.00010037848101265822,0.0042305087278481125,0.012813316759341883,Long,Closed,3,Trailing Stop
4,4,2015.HK,0.0032673267326732676,2025-09-22,101.0505,9.90495e-05,2025-11-19,71.3,6.988811881188118e-05,-0.09737354157920795,-0.2949238761807216,Long,Closed,4,Stop Loss
5,5,2015.HK,0.005,2025-12-22,66.033,9.904949999999999e-05,2026-02-06,71.7,0.0,0.028235950500000054,0.08552072600063622,Long,Open,5,Trailing Stop
