date,open,high,low,close,volume,turnover
2014-01-02,36.367,36.416,35.031,35.180,929877,0
2014-01-03,35.081,37.307,35.031,35.823,2239837,0
2014-01-06,36.169,36.268,34.883,35.229,1660912,0
2014-01-07,35.377,36.070,34.784,34.982,840482,0
2014-01-08,34.982,35.377,33.844,33.992,2662481,0
2014-01-09,33.745,34.190,32.805,33.052,4834103,0
2014-01-10,32.459,33.052,31.420,31.865,5147034,0
2014-01-13,31.865,33.300,31.865,32.261,7486449,0
2014-01-14,32.261,32.756,31.321,32.607,1984960,0
2014-01-15,33.003,34.536,32.953,33.745,2391314,0
2014-01-16,34.932,35.526,34.438,34.734,2417681,0
2014-01-17,34.734,34.833,33.893,34.091,2610312,0
2014-01-20,34.932,34.932,32.805,32.904,1854835,0
2014-01-21,33.893,33.893,31.717,31.816,2044947,0
2014-01-22,32.261,32.756,31.865,32.112,1624809,0
2014-01-23,32.904,33.498,32.261,33.052,2396191,0
2014-01-24,32.756,32.756,31.865,32.112,3209132,0
2014-01-27,32.014,32.063,29.194,29.441,5727450,0
2014-01-28,28.303,29.738,27.907,28.946,5532083,0
2014-01-29,29.441,30.529,29.293,29.787,3827861,0
2014-01-30,29.787,29.787,28.650,29.144,1334702,0
2014-02-04,27.660,27.660,26.127,26.226,4725933,0
2014-02-05,27.067,27.561,26.572,26.621,6952471,0
2014-02-06,27.017,27.710,26.374,26.522,6134258,0
2014-02-07,26.819,30.233,26.720,29.540,7040916,0
2014-02-10,30.678,30.678,28.452,28.996,2653605,0
2014-02-11,29.293,30.134,28.551,28.798,1891743,0
2014-02-12,29.392,29.589,27.611,27.858,3903969,0
2014-02-13,29.243,29.985,28.204,29.392,4433847,0
2014-02-14,30.282,30.282,29.491,30.035,2477989,0
2014-02-17,31.222,32.409,30.579,31.915,3380022,0
2014-02-18,32.657,32.657,30.777,30.826,2372191,0
2014-02-19,31.667,31.964,30.430,30.876,2679058,0
2014-02-20,30.628,30.876,29.837,30.678,549201,0
2014-02-21,30.727,31.766,30.134,31.618,1768367,0
2014-02-24,32.409,32.558,31.321,31.420,1639414,0
2014-02-25,32.558,32.805,30.876,32.360,2949482,0
2014-02-26,32.360,33.597,32.162,33.349,2984704,0
2014-02-27,32.805,33.893,32.558,33.695,1843738,0
2014-02-28,33.695,33.695,32.459,33.646,2081249,0
2014-03-03,33.102,33.893,32.508,32.607,1521155,0
2014-03-04,32.558,33.300,32.014,32.409,1407955,0
2014-03-05,32.756,33.250,30.925,31.915,1004708,0
2014-03-06,31.123,32.112,30.678,31.469,4542184,0
2014-03-07,31.865,32.112,29.936,30.233,2137725,0
2014-03-10,30.282,31.618,30.183,31.222,2701477,0
2014-03-11,31.222,31.222,30.233,30.332,1286359,0
2014-03-12,30.282,30.777,29.738,30.282,2244608,0
2014-03-13,30.777,30.777,29.985,30.332,2895797,0
2014-03-14,30.134,30.134,28.551,28.897,2521846,0
2014-03-17,28.847,28.847,28.155,28.204,870088,0
2014-03-18,28.204,28.946,28.204,28.748,1395220,0
2014-03-19,28.897,29.441,28.748,28.996,3364642,0
2014-03-20,29.045,29.886,28.748,28.748,1488403,0
2014-03-21,30.430,30.876,28.847,28.996,2133664,0
2014-03-24,28.699,29.095,27.165,27.759,2577278,0
2014-03-25,27.413,30.282,26.324,30.233,4013803,0
2014-03-26,30.233,32.805,30.134,32.756,3147516,0
2014-03-27,33.745,33.844,31.469,32.310,1812937,0
2014-03-28,32.360,33.646,31.222,31.370,2352084,0
2014-03-31,31.667,33.695,31.519,32.805,2509153,0
2014-04-01,32.558,34.982,32.310,34.883,2058660,0
2014-04-02,36.515,36.862,34.190,34.685,1860577,0
2014-04-03,34.141,36.218,33.597,34.635,1457506,0
2014-04-04,33.943,34.536,33.349,33.646,1210862,0
2014-04-07,34.240,34.586,32.953,33.349,2072507,0
2014-04-08,33.250,34.190,32.904,33.052,1914442,0
2014-04-09,33.052,35.427,33.052,35.328,1461354,0
2014-04-10,35.130,36.120,34.190,36.070,2267627,0
2014-04-11,37.752,37.752,35.526,37.010,4590338,0
2014-04-14,36.515,36.862,35.180,35.971,3235266,0
2014-04-15,35.922,36.466,34.982,36.120,2082117,0
2014-04-16,35.674,36.317,35.081,36.169,1210627,0
2014-04-17,36.169,36.218,35.427,35.674,1255397,0
2014-04-22,35.674,37.010,35.427,36.466,2050802,0
2014-04-23,36.218,37.356,35.971,36.911,3095722,0
2014-04-24,36.763,36.812,35.476,35.872,1600511,0
2014-04-25,35.872,35.872,33.893,34.042,2455584,0
2014-04-28,33.201,34.635,32.607,33.300,2558229,0
2014-04-29,34.388,34.536,31.568,31.865,3087584,0
2014-04-30,32.211,33.547,32.211,32.953,3513414,0
2014-05-02,32.904,33.250,32.310,33.003,794713,0
2014-05-05,33.151,33.349,31.766,32.162,644243,0
2014-05-07,31.865,32.360,30.233,30.678,1257362,0
2014-05-08,29.787,30.628,26.819,28.204,5419368,0
2014-05-09,28.600,29.342,28.204,28.798,6564439,0
2014-05-12,28.897,30.480,27.907,30.480,2526740,0
2014-05-13,31.766,31.766,29.837,31.173,2265456,0
2014-05-14,31.519,32.112,30.332,31.222,1749849,0
2014-05-15,31.123,31.271,30.480,30.777,1105716,0
2014-05-16,30.777,31.865,30.035,31.717,1506047,0
2014-05-19,31.618,34.586,31.618,33.745,3273583,0
2014-05-20,33.646,35.427,32.953,33.349,4626896,0
2014-05-21,33.745,34.042,32.756,33.102,1896662,0
2014-05-22,35.229,35.872,33.151,35.279,2640043,0
2014-05-23,35.328,35.724,34.883,35.377,2302345,0
2014-05-26,35.130,35.674,33.992,35.180,496094,0
2014-05-27,35.328,35.328,33.498,34.240,1191399,0
2014-05-28,33.250,34.091,32.558,33.943,1689951,0
2014-05-29,33.943,33.992,33.003,33.151,1556215,0
2014-05-30,33.250,34.487,33.151,33.597,1939258,0
2014-06-03,35.180,36.120,34.042,34.487,2151364,0
2014-06-04,34.734,35.427,33.547,34.042,1883003,0
2014-06-05,33.973,33.973,32.884,33.132,1530558,0
2014-06-06,32.785,33.478,31.647,32.983,1951140,0
2014-06-09,33.676,33.676,32.983,32.983,917873,0
2014-06-10,33.478,33.527,33.033,33.428,990464,0
2014-06-11,33.033,33.379,31.845,32.192,3655172,0
2014-06-12,32.192,33.132,31.994,32.686,1770403,0
2014-06-13,32.934,32.934,32.093,32.340,628486,0
2014-06-16,32.587,32.587,31.598,31.944,1251083,0
2014-06-17,31.944,32.983,31.548,32.538,1172706,0
2014-06-18,32.488,33.577,32.488,33.379,1409478,0
2014-06-19,33.379,34.319,33.379,33.973,2419703,0
2014-06-20,34.220,35.457,33.725,35.209,1689805,0
