date,open,high,low,close,volume,turnover
2022-01-14,18.083,18.083,16.333,16.458,47986880,876047767.000
2022-01-17,16.458,16.676,15.083,15.551,9226720,156044220.000
2022-01-18,15.864,15.958,15.083,15.301,3822123,63698707.000
2022-01-19,15.301,16.551,15.145,15.989,4490240,77110440.000
2022-01-20,16.333,16.551,15.801,15.989,1870720,32354510.000
2022-01-21,16.083,16.083,15.770,15.895,1135360,19327660.000
2022-01-24,15.864,16.176,15.614,16.083,2909760,49532260.000
2022-01-25,16.083,16.333,15.739,16.333,3100480,53236450.000
2022-01-26,16.364,16.614,16.020,16.551,2953920,51815520.000
2022-01-27,16.551,16.676,16.176,16.676,2843200,50093760.000
2022-01-28,16.676,17.551,16.333,17.520,3566720,64933107.000
2022-01-31,17.708,18.676,17.708,18.270,3453120,67086590.000
2022-02-04,18.583,19.676,17.333,18.208,6640960,132189391.000
2022-02-07,17.770,18.145,16.864,16.864,2718080,50758660.000
2022-02-08,16.676,16.739,16.176,16.333,1475600,25883890.000
2022-02-09,16.583,17.208,16.395,17.145,1607040,28880794.000
2022-02-10,17.176,17.426,16.895,17.083,988480,18168560.000
2022-02-11,16.833,17.583,16.833,17.208,1301760,24169800.000
2022-02-14,17.083,17.583,16.708,17.458,706240,13066710.000
2022-02-15,17.395,17.676,17.395,17.520,2006400,37627800.000
2022-02-16,17.708,18.051,17.551,17.645,2310400,43607858.000
2022-02-17,17.645,17.864,17.333,17.520,929600,17414274.000
2022-02-18,17.208,17.583,17.208,17.270,593280,11002490.000
2022-02-21,17.364,17.645,17.301,17.458,984640,18410480.000
2022-02-22,17.458,17.645,16.833,17.551,1023680,19027714.000
2022-02-23,17.551,17.895,17.458,17.801,8961600,167968515.000
2022-02-24,17.458,17.770,17.114,17.239,1887680,35305620.000
2022-02-25,17.395,17.645,17.270,17.333,708800,13225415.000
2022-02-28,17.395,17.551,17.333,17.520,470400,8747110.000
2022-03-01,17.520,17.614,17.364,17.551,400000,7479720.000
2022-03-02,17.301,17.583,17.301,17.395,395520,7349710.000
2022-03-03,17.395,17.583,17.395,17.426,377280,7022230.000
2022-03-04,17.145,17.426,16.176,16.426,793600,14265830.000
2022-03-07,16.020,16.176,15.208,15.739,615360,10421530.000
2022-03-08,15.708,16.301,15.145,15.145,590080,9915750.000
2022-03-09,15.114,15.708,15.114,15.489,530880,8799860.000
2022-03-10,15.520,16.301,15.520,15.676,279680,4747600.000
2022-03-11,15.426,15.864,15.208,15.739,665920,11052800.000
2022-03-14,15.708,15.708,14.145,14.583,619840,9858910.000
2022-03-15,14.458,14.458,13.583,13.676,1018640,15574060.000
2022-03-16,13.708,14.520,13.708,14.301,289280,4453590.000
2022-03-17,14.614,15.083,14.145,14.614,743360,11709190.000
2022-03-18,14.583,14.708,14.333,14.645,437737,6853895.000
2022-03-21,14.645,15.083,14.208,14.239,324160,5068250.000
2022-03-22,14.239,15.051,14.239,14.551,905600,14305300.000
2022-03-23,14.770,15.051,14.458,14.801,787296,12572432.000
2022-03-24,14.926,15.176,14.583,15.051,363680,5856940.000
2022-03-25,15.239,15.364,14.708,15.083,3808000,62061570.000
2022-03-28,15.083,15.364,14.458,14.520,276867,4390092.000
2022-03-29,14.739,14.770,14.239,14.333,229760,3580330.000
2022-03-30,14.614,15.020,14.520,14.708,264320,4211460.000
2022-03-31,14.708,15.020,14.208,14.333,181120,2823200.000
2022-04-01,14.208,14.583,13.833,14.083,306048,4660398.000
2022-04-04,14.083,14.770,13.926,14.458,170240,2651640.000
2022-04-06,14.520,14.926,14.145,14.614,578880,9147400.000
2022-04-07,14.614,14.801,14.333,14.458,195200,3057870.000
2022-04-08,14.458,14.458,13.833,13.864,727360,11231720.000
2022-04-11,14.208,14.208,12.989,13.208,1092480,16036661.000
2022-04-12,13.364,13.364,12.583,13.270,453972,6416092.000
2022-04-13,12.833,13.270,12.833,13.083,254080,3610700.000
2022-04-14,13.083,13.395,13.083,13.395,160000,2313600.000
2022-04-19,13.395,13.458,12.833,13.176,141120,2020210.000
2022-04-20,13.083,13.083,12.770,12.895,200640,2812420.000
2022-04-21,12.895,13.208,12.176,12.551,404800,5519450.000
2022-04-22,12.333,12.333,11.708,12.020,323520,4249870.000
2022-04-25,11.833,11.833,10.708,11.045,484160,5887310.000
2022-04-26,11.020,11.083,10.095,10.270,443840,5224300.000
2022-04-27,10.270,13.083,10.145,12.426,2392320,31451662.000
2022-04-28,12.395,12.676,11.333,11.583,688960,9087160.000
2022-04-29,11.426,11.708,10.808,11.333,655680,8098854.000
2022-05-03,11.183,11.258,10.808,10.945,178240,2167936.000
2022-05-04,10.858,10.945,10.733,10.945,111360,1335780.000
2022-05-05,10.945,12.145,10.945,11.645,990400,12737304.000
2022-05-06,11.364,11.364,10.970,10.983,198720,2452158.000
2022-05-10,10.858,11.458,10.470,11.270,335360,4118648.000
2022-05-11,11.458,12.051,11.364,11.458,730560,9448010.000
2022-05-12,11.258,11.645,10.933,11.458,273920,3431592.000
2022-05-13,11.333,11.645,11.220,11.426,176640,2219870.000
2022-05-16,12.083,12.083,11.426,11.583,98240,1243780.000
2022-05-17,11.801,12.458,11.308,12.333,409920,5444134.000
2022-05-18,12.458,12.645,12.176,12.489,209440,2859060.000
2022-05-19,12.083,12.489,11.645,12.270,164160,2209260.000
2022-05-20,12.020,13.708,12.020,13.176,859840,12401420.000
2022-05-23,12.770,13.270,12.708,13.083,605920,8586260.000
2022-05-24,12.982,13.264,12.482,12.826,240000,3341680.000
2022-05-25,12.482,13.389,12.482,12.857,148800,2059630.000
2022-05-26,12.639,13.264,12.639,12.982,183360,2561070.000
2022-05-27,13.014,13.389,12.764,12.982,324480,4582870.000
2022-05-30,13.139,13.139,12.795,12.857,265600,3681380.000
2022-05-31,12.857,12.889,12.389,12.795,440320,6033160.000
2022-06-01,12.670,12.920,12.576,12.795,542400,7466150.000
2022-06-02,12.795,13.389,12.576,13.014,1007680,14182260.000
2022-06-06,13.451,13.451,13.076,13.357,850240,12141280.000
2022-06-07,13.451,13.451,13.264,13.389,2208320,31725475.000
2022-06-08,13.357,13.514,13.045,13.201,539200,7651540.000
2022-06-09,13.201,13.232,12.857,12.889,275840,3854980.000
2022-06-10,12.826,14.014,12.826,13.795,1027200,14912750.000
2022-06-13,13.451,14.826,13.389,14.014,1085760,16494370.000
2022-06-14,14.014,14.670,13.576,14.139,828800,12518050.000
2022-06-15,14.076,14.420,13.889,14.107,838110,12655755.000
2022-06-16,14.107,14.576,13.076,13.514,753280,11029230.000
2022-06-17,13.389,14.639,13.232,14.389,1004480,15206440.000
2022-06-20,14.170,15.045,14.139,14.795,681920,10633260.000
2022-06-21,14.826,14.826,14.482,14.670,316800,4942230.000
2022-06-22,14.670,14.701,14.139,14.201,321600,4951100.000
2022-06-23,14.201,14.764,14.201,14.732,288000,4479510.000
2022-06-24,14.670,15.701,14.670,15.514,670400,10940689.000
2022-06-27,15.889,16.795,15.732,16.014,1143040,19726785.000
2022-06-28,15.982,17.420,15.857,17.014,4083840,72110332.000
2022-06-29,17.014,17.357,16.826,17.326,3193920,58077840.000
2022-06-30,17.326,17.326,16.482,16.826,1871633,33511404.000
2022-07-04,16.764,17.264,16.514,16.920,1716566,30828618.000
2022-07-05,17.951,18.951,17.764,18.451,8608640,167061340.000
2022-07-06,18.482,18.982,18.264,18.701,2895680,56838130.000
2022-07-07,18.701,19.514,18.451,19.326,2728960,54623590.000
2022-07-08,19.545,20.264,19.357,19.482,3045339,63154517.000
2022-07-11,19.514,19.639,18.795,19.014,1300160,26041240.000
2022-07-12,19.014,19.014,18.389,18.607,1239040,24448180.000
2022-07-13,18.607,18.951,18.514,18.607,664080,13079985.000
2022-07-14,18.607,20.139,18.607,19.795,1713920,35445630.000
2022-07-15,19.826,20.139,19.420,19.826,1456000,30126740.000
2022-07-18,19.982,20.139,19.451,19.857,871360,18161250.000
2022-07-19,19.857,20.076,19.701,20.014,895680,18711240.000
2022-07-20,19.951,20.482,19.951,20.264,1498560,31815810.000
2022-07-21,20.357,20.826,19.795,20.670,1800000,38760199.000
2022-07-22,20.732,20.732,20.107,20.389,1015040,21707860.000
2022-07-25,20.389,20.389,20.076,20.264,534720,11351530.000
2022-07-26,20.326,20.920,20.139,20.701,768960,16576500.000
2022-07-27,20.701,20.795,20.201,20.264,534080,11460640.000
2022-07-28,20.420,20.607,20.201,20.576,288320,6164080.000
2022-07-29,20.639,20.764,20.170,20.357,729280,15544250.000
2022-08-01,20.357,20.670,19.795,20.295,688960,14704250.000
2022-08-02,20.264,20.264,17.264,19.826,1278000,26433220.000
2022-08-03,19.639,20.607,19.639,19.826,809920,17289830.000
2022-08-04,20.014,20.295,19.826,19.920,303360,6362025.000
2022-08-05,20.076,20.232,19.920,19.951,225920,4737630.000
2022-08-08,19.951,20.014,19.295,19.701,330560,6851150.000
2022-08-09,19.639,20.389,19.545,19.764,185643,3849326.000
2022-08-10,19.701,20.451,19.701,20.076,388480,8196967.000
2022-08-11,20.264,20.576,19.732,20.232,352720,7414995.000
2022-08-12,20.357,20.357,19.139,19.732,487680,10076541.000
2022-08-15,19.951,20.076,19.732,19.982,240960,5028760.000
2022-08-16,19.982,20.232,19.889,20.045,403508,8494137.000
2022-08-17,20.139,20.232,19.545,19.826,717120,14919750.000
2022-08-18,19.795,20.826,19.732,19.951,432640,9238530.000
2022-08-19,19.795,20.170,19.170,19.232,564480,11588840.000
2022-08-22,19.045,19.482,18.357,18.951,723136,14327413.000
