date,open,high,low,close,volume,turnover
2025-06-30,43.900,46.500,38.000,39.500,38912781,1672257946.000
2025-07-02,40.300,47.550,40.300,47.550,14362881,628625181.000
2025-07-03,47.550,48.800,42.250,42.350,7974316,353193093.000
2025-07-04,42.000,44.000,40.500,41.500,3457282,146426808.000
2025-07-07,41.500,43.100,41.000,41.400,2152446,90505815.000
2025-07-08,41.050,41.850,40.000,40.500,2323553,94252235.000
2025-07-09,40.500,41.450,39.000,40.350,2544242,102141535.000
2025-07-10,40.400,41.500,39.500,39.500,1603090,64264160.000
2025-07-11,39.600,39.800,37.000,37.200,3109662,118796804.000
2025-07-14,36.500,37.650,35.450,35.550,2614310,94576924.000
2025-07-15,35.500,38.850,35.000,38.800,3608175,135611858.000
2025-07-16,38.800,39.100,37.300,38.100,1365600,52218504.000
2025-07-17,38.100,41.000,37.800,40.700,2199810,87312760.000
2025-07-18,40.700,41.200,39.100,39.100,1111850,44380050.000
2025-07-21,39.100,40.250,38.750,38.850,1241222,48889005.000
2025-07-22,38.850,38.850,37.600,37.700,982800,37373640.000
2025-07-23,38.000,38.200,37.300,37.700,777400,29212410.000
2025-07-24,37.700,38.400,37.500,37.750,533200,20191145.000
2025-07-25,38.000,39.800,37.800,39.300,1716000,67176665.000
2025-07-28,39.100,39.100,37.950,38.350,640200,24633330.000
2025-07-29,38.050,38.300,37.300,37.850,847200,31844260.000
2025-07-30,37.850,37.850,37.000,37.150,601100,22403879.000
2025-07-31,37.050,37.150,36.600,36.600,514000,18930923.000
2025-08-01,36.800,37.300,36.050,36.050,456903,16671256.000
2025-08-04,36.040,36.880,35.800,35.800,692400,25006927.000
2025-08-05,35.800,36.800,35.800,36.680,326000,11806820.000
2025-08-06,36.620,37.860,36.240,37.400,559200,20792950.000
2025-08-07,37.400,39.000,37.080,37.140,858600,32752622.000
2025-08-08,37.140,38.800,37.140,37.940,710803,27102899.000
2025-08-11,37.920,38.300,36.900,38.000,695600,26192260.000
2025-08-12,38.000,38.960,37.860,38.660,668800,25767066.000
2025-08-13,38.800,39.000,37.480,37.940,1091403,41594572.000
2025-08-14,37.960,38.800,37.640,38.520,584800,22356340.000
2025-08-15,38.000,38.600,37.160,38.120,862400,32464730.000
2025-08-18,37.600,38.840,37.600,37.920,483400,18494956.000
2025-08-19,37.920,38.320,37.400,37.440,459600,17354460.000
2025-08-20,37.420,39.860,36.900,39.320,1187992,45617368.000
2025-08-21,39.360,40.720,38.840,40.200,1499323,59843837.000
2025-08-22,34.180,35.400,30.000,34.540,5487200,186879348.000
2025-08-25,34.600,36.000,33.600,34.200,1294952,44763121.000
2025-08-26,34.200,34.660,33.880,34.120,416800,14314388.000
2025-08-27,34.140,34.980,32.760,32.840,937512,31604665.000
2025-08-28,33.480,33.480,32.060,32.140,807603,26225882.000
2025-08-29,32.760,32.760,32.000,32.000,428281,13807445.000
2025-09-01,32.060,32.820,31.500,32.200,786606,25151608.000
2025-09-02,32.200,32.200,31.100,31.380,467604,14684755.000
2025-09-03,31.380,31.520,30.280,30.440,975800,29814638.000
2025-09-04,30.500,31.200,30.500,30.920,344800,10668495.000
2025-09-05,31.300,32.900,31.200,32.860,1112200,36006461.000
2025-09-08,33.100,33.680,30.360,30.780,3143804,98193690.000
2025-09-09,30.780,32.200,30.620,30.860,1210200,37638020.000
2025-09-10,31.240,31.240,30.620,30.760,728600,22520002.000
2025-09-11,31.000,31.620,30.740,30.860,1291600,40185312.000
2025-09-12,30.900,34.600,30.700,33.080,5024472,164199388.000
2025-09-15,33.280,38.000,31.800,36.580,10723302,381396439.000
2025-09-16,37.400,40.260,33.780,34.480,12290020,459124578.000
2025-09-17,34.800,36.260,33.420,34.000,4294003,148126348.000
2025-09-18,34.180,35.860,33.600,34.040,3394485,118020608.000
2025-09-19,34.180,34.400,31.740,31.820,2705200,88168328.000
2025-09-22,31.960,32.500,31.580,32.040,826800,26456688.000
2025-09-23,32.460,32.460,30.700,31.040,1258912,39256287.000
2025-09-24,31.340,31.680,30.800,30.880,742707,23109514.000
2025-09-25,30.920,31.100,30.400,30.720,733804,22500082.000
2025-09-26,30.440,31.000,30.300,30.440,630000,19279776.000
2025-09-29,30.500,30.680,29.500,29.600,1310000,38985112.000
2025-09-30,29.620,30.000,29.100,29.460,1576687,46220368.000
2025-10-02,29.460,29.480,28.020,28.920,869104,24798162.000
2025-10-03,28.920,29.260,27.540,27.960,1234400,34448139.000
2025-10-06,27.520,28.300,27.500,27.940,335479,9386770.000
2025-10-08,27.940,27.960,27.000,27.280,425000,11584874.000
2025-10-09,27.420,28.800,27.420,27.860,1470500,41670175.000
2025-10-10,27.860,28.800,27.500,27.860,2184900,61661976.000
2025-10-13,27.120,27.760,26.460,27.100,1104800,29798392.000
2025-10-14,27.100,27.100,25.720,25.780,1152800,30349456.000
2025-10-15,26.000,26.460,25.360,26.260,1066800,27705644.000
2025-10-16,26.440,27.400,26.000,26.320,1125400,30056388.000
2025-10-17,26.640,26.640,24.640,24.780,1874200,47062615.000
2025-10-20,25.280,26.040,25.000,25.760,981000,25124608.000
2025-10-21,25.760,26.280,25.000,25.000,514800,13134016.000
2025-10-22,25.020,25.200,24.460,24.820,434400,10761944.000
2025-10-23,24.800,24.800,23.660,23.800,843066,20219099.000
2025-10-24,23.800,25.580,23.700,24.160,986200,24176348.000
2025-10-27,24.160,24.800,24.000,24.000,612000,14870796.000
2025-10-28,24.000,24.900,23.240,23.300,964200,23110098.000
2025-10-30,23.320,23.760,22.980,23.020,668400,15507384.000
2025-10-31,23.000,23.280,22.300,22.500,690400,15630070.000
2025-11-03,22.500,23.040,22.220,22.760,494800,11193032.000
2025-11-04,23.080,23.080,22.000,22.200,634800,14091500.000
2025-11-05,21.980,21.980,21.320,21.720,770600,16622376.000
2025-11-06,22.000,22.000,21.360,21.500,405268,8713066.000
2025-11-07,21.500,21.640,21.100,21.420,451800,9670382.000
2025-11-10,21.420,23.200,21.420,22.660,2262400,51062099.000
2025-11-11,23.100,23.600,21.920,22.300,1309600,29458412.000
2025-11-12,22.300,23.000,22.100,22.820,1411800,31962327.000
2025-11-13,22.880,23.700,22.300,22.980,1705000,39188224.000
2025-11-14,22.720,22.760,20.800,20.960,2816400,60405560.000
2025-11-17,20.980,20.980,19.300,19.370,2860272,56207149.000
2025-11-18,19.500,20.560,19.220,19.660,2129000,42542838.000
2025-11-19,19.980,19.980,19.270,19.350,665200,12921450.000
2025-11-20,19.400,19.710,18.570,18.830,971990,18332423.000
2025-11-21,18.700,18.700,17.800,17.900,1044200,18860092.000
2025-11-24,17.910,18.120,17.610,17.880,522000,9284412.000
2025-11-25,17.880,18.100,17.710,18.050,462200,8299188.000
2025-11-26,18.060,18.520,17.630,17.770,495400,8916330.000
2025-11-27,17.800,17.900,17.140,17.260,1289200,22386564.000
2025-11-28,17.440,17.440,16.880,17.260,1500670,25669996.000
2025-12-01,17.260,17.260,16.510,16.510,1272800,21229730.000
2025-12-02,16.790,16.520,16.020,16.160,1121400,18128229.000
2025-12-03,16.160,16.160,15.560,15.840,1036902,16342325.000
2025-12-04,15.790,15.790,15.360,15.550,1059400,16482962.000
2025-12-05,15.500,15.790,15.250,15.630,974600,15101231.000
2025-12-08,15.630,15.810,15.250,15.680,734400,11473898.000
2025-12-09,15.770,15.820,15.250,15.350,1214400,18670440.000
2025-12-10,15.360,15.620,14.950,15.200,1239800,18871176.000
2025-12-11,15.200,15.510,15.000,15.300,771600,11743095.000
2025-12-12,15.430,15.540,15.150,15.350,662400,10142629.000
2025-12-15,15.340,16.050,15.040,15.080,1506200,23504924.000
2025-12-16,15.080,15.080,14.250,14.490,1392200,20191283.000
2025-12-17,14.680,14.770,14.280,14.510,561400,8141462.000
2025-12-18,14.800,14.800,14.250,14.570,437800,6328214.000
2025-12-19,14.800,15.140,14.300,14.710,1344200,19815562.000
2025-12-22,14.800,15.860,14.750,15.700,3426400,52715144.000
2025-12-23,15.900,16.440,14.910,15.320,3030800,46929666.000
2025-12-24,15.490,15.490,14.560,14.640,1268800,19034408.000
2025-12-29,14.910,16.000,14.580,15.730,3790510,58034479.000
2025-12-30,15.630,17.060,15.630,16.100,6643960,108239223.000
2025-12-31,15.880,16.050,15.230,15.700,1730900,26960824.000
2026-01-02,15.700,16.490,15.050,15.720,665000,10604932.000
2026-01-05,15.780,16.450,15.460,16.000,1399400,22516643.000
2026-01-06,16.100,17.100,16.100,16.690,1864600,31123443.000
2026-01-07,17.220,17.220,16.400,16.430,983200,16337957.000
2026-01-08,16.430,16.430,15.910,16.040,1087200,17551981.000
2026-01-09,15.820,17.750,15.820,16.270,2891650,48559139.000
2026-01-12,16.320,16.870,16.230,16.750,1393800,23194586.000
2026-01-13,16.980,17.300,16.590,16.950,1298000,22071812.000
2026-01-14,17.200,17.550,16.850,17.410,1230506,21348192.000
2026-01-15,17.200,17.550,16.820,16.910,1044600,17774054.000
2026-01-16,17.210,17.270,16.960,17.200,858000,14692874.000
2026-01-19,17.450,18.080,16.710,17.660,2833600,49694518.000
2026-01-20,17.980,21.560,17.640,19.380,27231190,553111401.000
2026-01-21,19.000,19.590,17.690,17.900,10034800,182327654.000
2026-01-22,18.100,19.000,17.450,19.000,6012612,109877418.000
2026-01-23,19.080,19.270,18.250,18.430,3776600,70433787.000
2026-01-26,18.430,18.510,17.090,17.210,4063800,70838515.000
2026-01-27,17.070,17.400,15.930,16.410,4431000,72515654.000
2026-01-28,16.900,17.490,16.330,17.100,4446000,75576548.000
2026-01-29,17.100,18.350,16.520,18.120,6548326,115058113.000
2026-01-30,17.960,18.180,16.710,17.010,3298800,56505308.000
2026-02-02,16.830,17.970,16.380,16.680,3383200,58011615.000
2026-02-03,16.990,16.990,16.210,16.740,1455600,24024694.000
2026-02-04,16.740,16.740,15.930,15.930,2056800,33344462.000
2026-02-05,15.900,15.900,15.320,15.420,1650000,25630986.000
2026-02-06,15.380,15.730,14.970,15.300,1595600,24506592.000
