date,open,high,low,close,volume,turnover
2024-11-27,33.315,34.515,33.315,33.315,51647347,1790316864.000
2024-11-28,33.315,33.415,31.115,33.315,20920601,709983770.000
2024-11-29,33.365,33.365,32.715,33.315,8357600,285862935.000
2024-12-02,33.265,33.265,32.465,32.815,4537800,153570190.000
2024-12-03,32.315,32.465,31.615,31.765,2832500,93055465.000
2024-12-04,31.615,32.015,31.365,31.615,2061200,67285170.000
2024-12-05,31.615,32.615,31.515,32.515,3054903,101330529.000
2024-12-06,32.815,32.865,32.065,32.715,2406745,80787676.000
2024-12-09,32.715,32.815,31.915,32.715,1381000,46149120.000
2024-12-10,32.815,33.365,31.715,31.865,2729692,91512581.000
2024-12-11,32.015,32.315,31.615,31.915,2377734,78329967.000
2024-12-12,31.965,32.465,31.715,32.215,1548869,51362275.000
2024-12-13,32.415,32.415,31.865,31.965,521000,17186599.000
2024-12-16,32.315,32.315,31.215,31.365,1191448,38682596.000
2024-12-17,31.365,31.615,31.215,31.515,469350,15155537.000
2024-12-18,31.965,31.965,31.315,31.615,1585430,51520602.000
2024-12-19,32.015,32.915,31.315,32.765,2370126,79084459.000
2024-12-20,32.515,33.315,32.515,32.965,1775399,60284273.000
2024-12-23,33.465,34.515,32.565,32.615,5841940,202736174.000
2024-12-24,32.815,33.665,32.615,33.515,1188025,40871990.000
2024-12-27,33.365,33.715,32.465,32.715,2614330,88684744.000
2024-12-30,32.665,33.515,32.665,32.865,1481200,50389780.000
2024-12-31,33.315,33.315,32.265,32.765,1540550,51672780.000
2025-01-02,32.865,32.965,32.065,32.365,1982354,66464939.000
2025-01-03,32.365,33.565,32.065,33.465,4174256,142058508.000
2025-01-06,33.515,33.665,32.365,33.015,2592796,87990053.000
2025-01-07,32.865,33.365,32.515,33.365,3017466,102645796.000
2025-01-08,33.365,33.565,32.915,32.915,2564700,87454355.000
2025-01-09,32.815,33.665,32.815,33.465,2472608,85186840.000
2025-01-10,33.115,33.365,32.815,32.865,689695,23450671.000
2025-01-13,32.865,33.265,32.315,33.165,1276205,43064032.000
2025-01-14,33.315,33.765,32.965,33.665,1962893,67710773.000
2025-01-15,33.415,33.815,33.265,33.515,1127411,38969290.000
2025-01-16,33.515,33.715,32.915,33.165,894965,30622195.000
2025-01-17,33.165,33.465,33.015,33.315,892714,30539331.000
2025-01-20,33.315,33.515,32.915,33.065,1125662,38485653.000
2025-01-21,33.315,33.315,32.865,32.965,1543700,52555486.000
2025-01-22,32.965,33.265,32.565,32.965,794695,26950242.000
2025-01-23,33.015,33.215,32.115,32.165,2176630,72780660.000
2025-01-24,32.515,32.565,32.165,32.415,471200,15731770.000
2025-01-27,32.415,33.015,32.365,32.665,1555990,52469897.000
2025-01-28,32.465,32.715,32.215,32.215,210425,7029223.000
2025-02-03,32.365,32.365,31.565,32.015,928146,30486688.000
2025-02-04,32.015,32.615,32.015,32.315,1377497,45829694.000
2025-02-05,32.315,32.365,31.565,32.265,1608215,52956217.000
2025-02-06,32.215,33.115,32.015,32.615,3272742,110257352.000
2025-02-07,32.615,33.315,32.115,33.265,2657311,89952821.000
2025-02-10,33.265,33.815,33.015,33.165,2656836,91543347.000
2025-02-11,33.215,33.415,32.815,33.065,1233800,42024270.000
2025-02-12,33.065,33.315,32.665,33.315,5771868,196193104.000
2025-02-13,33.315,33.415,33.015,33.115,1930600,65992000.000
2025-02-14,33.115,33.715,33.065,33.665,3754014,129709563.000
2025-02-17,33.615,33.915,33.465,33.615,2254100,78098268.000
2025-02-18,33.515,36.715,33.415,35.165,8688290,312960225.000
2025-02-19,35.115,36.815,34.865,36.715,3534736,131507212.000
2025-02-20,36.665,37.615,35.965,36.915,3522256,133897884.000
2025-02-21,37.015,38.315,36.915,38.015,6819733,263936692.000
2025-02-24,38.015,38.015,37.015,37.065,2195489,84070920.000
2025-02-25,36.665,36.815,36.065,36.515,1620703,60630645.000
2025-02-26,37.015,37.965,36.515,37.365,4410111,169420826.000
2025-02-27,37.515,39.165,37.515,38.515,4302150,169485225.000
2025-02-28,38.415,38.515,37.365,38.115,2216606,86146474.000
2025-03-03,38.115,38.465,37.115,37.315,973071,37572188.000
2025-03-04,37.315,37.515,36.415,37.065,965600,36818910.000
2025-03-05,37.115,37.615,36.565,37.365,2299445,87591379.000
2025-03-06,38.115,38.215,37.015,37.565,2299805,88169169.000
2025-03-07,37.515,37.515,36.565,36.615,1824384,69223767.000
2025-03-10,36.615,37.365,36.265,37.365,1059170,39889965.000
2025-03-11,37.015,37.815,36.565,37.815,1500269,57543189.000
2025-03-12,37.915,39.815,37.715,39.315,4683075,187753372.000
2025-03-13,39.265,39.415,37.565,38.365,2556418,100672257.000
2025-03-14,38.565,39.765,38.215,38.715,1780641,70676509.000
2025-03-17,39.015,39.315,38.115,38.515,1458330,57788205.000
2025-03-18,38.815,39.515,38.515,39.515,1492935,59823903.000
2025-03-19,39.615,40.215,39.065,39.215,1967570,79730380.000
2025-03-20,39.215,39.215,38.065,38.165,1762590,69481128.000
2025-03-21,38.115,38.465,36.865,37.365,1757585,67590798.000
2025-03-24,37.365,37.465,34.165,36.665,2159500,80542042.000
2025-03-25,36.665,36.665,35.615,36.165,791478,29270546.000
2025-03-26,36.165,36.565,36.065,36.515,530910,19818971.000
2025-03-27,36.515,36.915,36.015,36.615,770812,29029694.000
2025-03-28,36.615,36.965,35.865,36.115,702000,26121590.000
2025-03-31,36.215,38.265,35.915,37.465,3689567,140915173.000
2025-04-01,37.415,38.165,37.065,37.165,1434664,55438035.000
2025-04-02,37.315,37.665,36.965,37.415,831179,31881913.000
2025-04-03,36.665,36.815,36.015,36.565,1247425,46675225.000
2025-04-07,34.015,34.415,32.015,32.015,2745161,93135401.000
