date,open,high,low,close,volume,turnover
2014-01-02,3.783,4.003,3.733,3.903,10277000,0
2014-01-03,3.933,4.093,3.933,4.023,11691000,0
2014-01-06,4.053,4.093,3.883,3.953,6669300,0
2014-01-07,3.953,4.063,3.883,3.953,7876500,0
2014-01-08,3.953,3.953,3.773,3.823,12499100,0
2014-01-09,3.823,3.843,3.743,3.833,6044499,0
2014-01-10,3.793,3.933,3.753,3.923,8359100,0
2014-01-13,4.023,4.033,3.853,3.863,9233328,0
2014-01-14,3.883,3.933,3.863,3.903,4718800,0
2014-01-15,3.893,3.943,3.833,3.863,4947476,0
2014-01-16,3.903,3.923,3.833,3.893,4649000,0
2014-01-17,3.893,3.923,3.823,3.833,5181000,0
2014-01-20,3.953,4.033,3.913,4.013,10781620,0
2014-01-21,4.013,4.013,3.953,3.983,5129000,0
2014-01-22,3.953,4.133,3.933,4.063,9286000,0
2014-01-23,3.993,3.993,3.893,3.903,5563000,0
2014-01-24,4.013,4.053,3.943,4.003,11019000,0
2014-01-27,4.023,4.203,4.013,4.143,32052000,0
2014-01-28,4.133,4.133,3.933,3.933,11053500,0
2014-01-29,3.943,3.983,3.843,3.913,9513900,0
2014-01-30,3.913,3.983,3.893,3.983,4140600,0
2014-02-04,3.943,3.953,3.713,3.813,12672290,0
2014-02-05,3.793,3.833,3.753,3.763,4412500,0
2014-02-06,3.793,3.793,3.753,3.783,3463500,0
2014-02-07,3.813,3.893,3.743,3.893,4554200,0
2014-02-10,3.893,3.943,3.823,3.853,6894500,0
2014-02-11,3.983,4.423,3.953,4.393,37681520,0
2014-02-12,4.453,4.533,4.363,4.513,26691450,0
2014-02-13,4.513,4.513,4.363,4.453,12318590,0
2014-02-14,4.583,4.823,4.583,4.783,30284450,0
2014-02-17,4.893,5.083,4.863,4.893,22156320,0
2014-02-18,4.913,4.943,4.623,4.663,13133110,0
2014-02-19,4.723,4.833,4.613,4.823,10453000,0
2014-02-20,4.763,4.763,4.613,4.643,7416000,0
2014-02-21,4.753,4.763,4.563,4.603,6436000,0
2014-02-24,4.643,4.693,4.463,4.643,7949000,0
2014-02-25,4.713,4.863,4.563,4.613,13598100,0
2014-02-26,4.683,4.753,4.533,4.733,7524000,0
2014-02-27,4.653,4.653,4.403,4.473,12953500,0
2014-02-28,4.503,4.553,4.413,4.483,4677100,0
2014-03-03,4.603,4.853,4.603,4.833,16943490,0
2014-03-04,4.953,5.013,4.653,4.683,14322000,0
2014-03-05,4.683,4.683,4.553,4.583,4339000,0
2014-03-06,4.553,4.733,4.553,4.653,4753500,0
2014-03-07,4.803,4.803,4.633,4.713,6440000,0
2014-03-10,4.653,4.653,4.433,4.493,10281000,0
2014-03-11,4.503,4.553,4.453,4.483,4729780,0
2014-03-12,4.503,4.643,4.473,4.633,10879000,0
2014-03-13,4.753,4.883,4.703,4.863,25095190,0
2014-03-14,4.873,4.893,4.703,4.833,12113140,0
2014-03-17,4.873,4.923,4.773,4.793,8526000,0
2014-03-18,4.683,4.683,4.453,4.463,14323500,0
2014-03-19,4.313,4.443,4.253,4.293,12621500,0
2014-03-20,4.123,4.243,4.053,4.183,7712500,0
2014-03-21,4.253,4.313,4.003,4.133,13327400,0
2014-03-24,4.103,4.253,4.033,4.113,12748500,0
2014-03-25,4.053,4.153,4.003,4.053,6918261,0
2014-03-26,3.983,4.103,3.983,4.033,4403267,0
2014-03-27,3.973,4.043,3.903,3.933,7806548,0
2014-03-28,3.943,4.043,3.913,4.003,3998500,0
2014-03-31,3.973,4.043,3.913,3.983,2828680,0
