date,open,high,low,close,volume,turnover
2025-09-01,0,0,0,0,0,0
2025-09-02,0,0,0,0,0,0
2025-09-03,0,0,0,0,0,0
2025-09-04,0,0,0,0,0,0
2025-09-05,0,0,0,0,0,0
2025-09-08,0,0,0,0,0,0
2025-09-09,0.167,0.167,0.163,0.163,1820000,301240.000
2025-09-10,0.148,0.149,0.126,0.138,8732500,1182322.000
2025-09-11,0.155,0.156,0.152,0.152,455000,70410.000
2025-09-12,0.132,0.147,0.132,0.147,6667500,926412.000
2025-09-15,0.142,0.147,0.130,0.145,4232500,583940.000
2025-09-16,0.153,0.154,0.146,0.150,1710000,258232.000
2025-09-17,0.120,0.122,0.111,0.119,6477500,745927.000
2025-09-18,0.115,0.133,0.111,0.127,12157500,1430977.000
2025-09-19,0.115,0.118,0.108,0.111,3217500,365167.000
2025-09-22,0.123,0.127,0.121,0.127,1680000,205820.000
2025-09-23,0.152,0.162,0.152,0.162,325000,52067.000
2025-09-24,0.147,0.156,0.143,0.141,262500,39025.000
2025-09-25,0.129,0.131,0.103,0.126,15222500,1709632.000
2025-09-26,0.150,0.150,0.150,0.150,0,0
2025-09-29,0.132,0.132,0.132,0.132,0,0
2025-09-30,0.122,0.129,0.121,0.120,620000,77742.000
2025-10-02,0.106,0.107,0.097,0.097,2260000,229725.000
2025-10-03,0.113,0.114,0.108,0.108,4790000,528740.000
2025-10-06,0.110,0.115,0.110,0.113,7635000,852817.000
2025-10-08,0.122,0.130,0.121,0.118,6160000,778722.000
2025-10-09,0.122,0.125,0.109,0.113,4150000,474335.000
2025-10-10,0.127,0.132,0.123,0.132,7460000,942967.000
2025-10-13,0.157,0.183,0.157,0.162,19810000,3394057.000
2025-10-14,0.140,0.143,0.136,0.161,8705000,1213755.000
2025-10-15,0.152,0.152,0.143,0.145,17262500,2547310.000
2025-10-16,0.145,0.153,0.139,0.146,11467500,1669385.000
2025-10-17,0.153,0.180,0.152,0.178,15225000,2533030.000
2025-10-20,0.148,0.151,0.143,0.149,7272500,1072957.000
2025-10-21,0.138,0.144,0.137,0.143,7590000,1068995.000
2025-10-22,0.149,0.158,0.145,0.149,1105000,165590.000
2025-10-23,0.148,0.156,0.124,0.138,5447500,800547.000
2025-10-24,0.134,0.137,0.133,0.134,3090000,418657.000
2025-10-27,0.118,0.118,0.109,0.111,3387500,392595.000
2025-10-28,0.108,0.116,0.108,0.117,1992500,225960.000
2025-10-30,0.107,0.115,0.095,0.111,11315000,1182750.000
2025-10-31,0.118,0.127,0.115,0.127,4310000,524375.000
2025-11-03,0.120,0.130,0.119,0.128,13080000,1583937.000
2025-11-04,0.136,0.144,0.130,0.149,7032500,945275.000
2025-11-05,0.174,0.174,0.151,0.157,19540000,3166482.000
2025-11-06,0.145,0.145,0.124,0.124,8310000,1123040.000
2025-11-07,0.143,0.143,0.134,0.139,5560000,764337.000
2025-11-10,0.137,0.137,0.136,0.130,740000,101132.000
2025-11-11,0.151,0.151,0.151,0.142,220000,32320.000
2025-11-12,0.127,0.127,0.127,0.127,0,0
2025-11-13,0.128,0.128,0.128,0.128,0,0
2025-11-14,0.172,0.172,0.171,0.179,220000,37480.000
2025-11-17,0.194,0.202,0.193,0.195,125000,24230.000
2025-11-18,0.202,0.202,0.198,0.203,120000,24000.000
2025-11-19,0.207,0.207,0.207,0.207,0,0
2025-11-20,0.210,0.215,0.210,0.209,240000,50820.000
2025-11-21,0.239,0.240,0.221,0.239,325000,77562.000
2025-11-24,0.208,0.208,0.208,0.208,5000,1040.000
2025-11-25,0.208,0.208,0.208,0.208,0,0
2025-11-26,0.181,0.181,0.181,0.181,0,0
2025-11-27,0.162,0.162,0.162,0.162,0,0
2025-11-28,0.157,0.157,0.157,0.157,0,0
2025-12-01,0.151,0.151,0.151,0.151,0,0
2025-12-02,0.157,0.157,0.154,0.155,960000,148817.000
2025-12-03,0.158,0.158,0.148,0.156,1575000,241225.000
2025-12-04,0.146,0.146,0.146,0.146,0,0
2025-12-05,0.133,0.133,0.133,0.133,0,0
2025-12-08,0.136,0.136,0.136,0.136,0,0
